congress_idx,text,King James Bible,American Standard Version,Douay-Rheims Bible,Darby Bible Translation,English Revised Version,Webster Bible Translation,World English Bible,Young's Literal Translation,American King James Version
1816788,"Mr. Speaker, it is time for the President to pay attention to the concerns of average Americans, not the labor bosses, not the Hollywood pals who make millions of dollars each year.","Look not every man on his own things, but every man also on the things of others.","not looking each of you to his own things, but each of you also to the things of others.","Each one not considering the things that are his own, but those that are other men's. ","regarding not each his own qualities, but each those of others also.","not looking each of you to his own things, but each of you also to the things of others.","Look not every man on his own things, but every man also on the things of others.","each of you not just looking to his own things, but each of you also to the things of others.","each not to your own look ye, but each also to the things of others.","Look not every man on his own things, but every man also on the things of others."
1221333,"Somebody needs to step forward, such as a teacher, an administrator, someone in the school district, someone in a church, someone in a recreation center of some type has to step forward every May or June and set up one of these programs and take it down again in August or September.","Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine.","preach the word; be urgent in season, out of season; reprove, rebuke, exhort, with all longsuffering and teaching.","Preach the word: be instant in season, out of season: reprove, entreat, rebuke in all patience and doctrine. ","proclaim the word; be urgent in season and out of season, convict, rebuke, encourage, with all longsuffering and doctrine.","preach the word; be instant in season, out of season; reprove, rebuke, exhort, with all longsuffering and teaching.","Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all long-suffering and doctrine.","preach the word; be urgent in season and out of season; reprove, rebuke, and exhort, with all patience and teaching.","preach the word; be earnest in season, out of season, convict, rebuke, exhort, in all long-suffering and teaching,","Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all long-suffering and doctrine."
1946441,The provision in our bill would ensure that commanders on the battlefield have the authority they have long needed to establish rules of engagement--as well as systems for reporting and investigating incidents involving the use of force--for armed contractors of ours in an area of combat operations.,"And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us:","And this is the boldness which we have toward him, that, if we ask anything according to his will, he heareth us:","And this is the confidence which we have towards him: That, whatsoever we shall ask according to his will, he heareth us. ","And this is the boldness which we have towards him, that if we ask him anything according to his will he hears us.","And this is the boldness which we have toward him, that, if we ask anything according to his will, he heareth us:","And this is the confidence that we have in him, that if we ask any thing according to his will, he heareth us:","This is the boldness which we have toward him, that, if we ask anything according to his will, he listens to us.","And this is the boldness that we have toward Him, that if anything we may ask according to his will, He doth hear us,","And this is the confidence that we have in him, that, if we ask any thing according to his will, he hears us:"
509849,"Despite that, Mr. Chairman, I feel this amendment is a step in the right direction, and I urge its passage.","Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will. ,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men."
1195856,"One looked at the poor mobile homes, which don't have a chance in a tornado, and they are usually ripped and thrown.",Blessed are the poor in spirit: for theirs is the kingdom of heaven.,Blessed are the poor in spirit: for theirs is the kingdom of heaven.,Blessed are the poor in spirit: for theirs is the kingdom of heaven. ,"Blessed are the poor in spirit, for theirs is the kingdom of the heavens.",Blessed are the poor in spirit: for theirs is the kingdom of heaven.,Blessed are the poor in spirit: for theirs is the kingdom of heaven.,"|Blessed are the poor in spirit, for theirs is the Kingdom of Heaven.",Happy the poor in spirit &#8212; because theirs is the reign of the heavens.,Blessed are the poor in spirit: for theirs is the kingdom of heaven.
1094545,And that is the real problem with this rule.,"And as it is appointed unto men once to die, but after this the judgment:","And inasmuch as it is appointed unto men once to die, and after this cometh judgment;","And as it is appointed unto men once to die, and after this the judgment: ","And forasmuch as it is the portion of men once to die, and after this judgment;","And inasmuch as it is appointed unto men once to die, and after this cometh judgment;","And as it is appointed to men once to die, but after this the judgment:","Inasmuch as it is appointed for men to die once, and after this, judgment,","and as it is laid up to men once to die, and after this &#8212; judgment,","And as it is appointed to men once to die, but after this the judgment:"
17536,"Child welfare work has been shown to be physically and emotionally challenging, as demonstrated by recent studies into the impact of secondary traumatic stress (STS) on child welfare professionals.",The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,"Jehovah is nigh unto them that are of a broken heart, And saveth such as are of a contrite spirit.",The Lord is nigh unto them that are of a contrite heart: and he will save the humble of spirit. ,"Jehovah is nigh to those that are of a broken heart, and saveth them that are of a contrite spirit.","The LORD is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit.",The LORD is nigh to them that are of a broken heart; and saveth such as are of a contrite spirit.,"Yahweh is near to those who have a broken heart, and saves those who have a crushed spirit.","Near is Jehovah to the broken of heart, And the bruised of spirit He saveth.",The LORD is near to them that are of a broken heart; and saves such as be of a contrite spirit.
1346783,But it scared me to death when I borrowed that money to go through college and law school for fear I would never pay it back.,"But after that the kindness and love of God our Saviour toward man appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,",But when the goodness and kindness of God our Savior appeared: ,"But when the kindness and love to man of our Saviour God appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,","But when the kindness and love of God our Savior towards man appeared,","But when the kindness of God our Savior and his love toward mankind appeared,",and when the kindness and the love to men of God our Saviour did appear,"But after that the kindness and love of God our Savior toward man appeared,"
542781,These are just some of the more widely known international crises-- requiring U.S. vigilance to protect its strategic interests.,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; For out of it are the issues of life.,"With all watchfulness keep thy heart, because life issueth out from it. ",Keep thy heart more than anything that is guarded; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,"Keep your heart with all diligence, for out of it is the wellspring of life.","Above every charge keep thy heart, For out of it are the outgoings of life.",Keep your heart with all diligence; for out of it are the issues of life.
1682162,Can I do something in agriculture?,I can do all things through Christ which strengtheneth me.,I can do all things in him that strengtheneth me.,I can do all these things in him who strengtheneth me. ,I have strength for all things in him that gives me power.,I can do all things in him that strengtheneth me.,I can do all things through Christ who strengtheneth me.,"I can do all things through Christ, who strengthens me.","For all things I have strength, in Christ's strengthening me;",I can do all things through Christ which strengthens me.
1925026,"Will the gentleman yield for one moment, please?",Blessed are the merciful: for they shall obtain mercy.,Blessed are the merciful: for they shall obtain mercy.,Blessed are the merciful: for they shall obtain mercy. ,"Blessed the merciful, for they shall find mercy.",Blessed are the merciful: for they shall obtain mercy.,Blessed are the merciful: for they shall obtain mercy.,"Blessed are the merciful, for they shall obtain mercy.",Happy the kind &#8212; because they shall find kindness.,Blessed are the merciful: for they shall obtain mercy.
1660034,"The agreement also envisions that we will move toward normalization of political and economic ties between the United States and North Korea, and a resumption of dialogue between the two Koreas.",Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace. ,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.
1184335,"Well, if the gentleman will yield to me again, and I appreciate the opportunity to discuss this, because what year did we commission a group to study--and there were a number of potential sites for permanent storage from all these 103 facilities-- one unified central site?","And if I go and prepare a place for you, I will come again, and receive you unto myself; that where I am, there ye may be also.","And if I go and prepare a place for you, I come again, and will receive you unto myself; that where I am, there ye may be also.","And if I shall go, and prepare a place for you, I will come again, and will take you to myself; that where I am, you also may be. ","and if I go and shall prepare you a place, I am coming again and shall receive you to myself, that where I am ye also may be.","And if I go and prepare a place for you, I come again, and will receive you unto myself; that where I am, there ye may be also.","And if I go and prepare a place for you, I will come again and receive you to myself; that where I am, there ye may be also.","If I go and prepare a place for you, I will come again, and will receive you to myself; that where I am, you may be there also.","and if I go on and prepare for you a place, again do I come, and will receive you unto myself, that where I am ye also may be;","And if I go and prepare a place for you, I will come again, and receive you to myself; that where I am, there you may be also."
1624619,It can all be done and all finished before the cloture vote tomorrow if there is good faith to try to move.,"Continue in prayer, and watch in the same with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;",Be instant in prayer; watching in it with thanksgiving: ,"Persevere in prayer, watching in it with thanksgiving;","Continue stedfastly in prayer, watching therein with thanksgiving;","Continue in prayer, and watch in the same with thanksgiving;","Continue steadfastly in prayer, watching therein with thanksgiving;","In the prayer continue ye, watching in it in thanksgiving;"," Continue in prayer, and watch in the same with thanksgiving;"
701913,It is my hope that in conference that we can work to assure that the Postal Regulatory Commission does not become embroiled in attempts to resolve disputes as to internal affairs or purely operational decisions of the Postal Service.,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace. ,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.
1611775,"That language pertaining to the fact that you cannot introduce in the compensatory damages part of a trial, the conduct of a defendant who is willful or conscious and flagrantly indifferent, but who could come under the punitive damage portion of a trial, prohibits such evidence from being introduced in the trial in chief.","That the trial of your faith, being much more precious than of gold that perisheth, though it be tried with fire, might be found unto praise and honour and glory at the appearing of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, may be found unto praise and glory and honor at the revelation of Jesus Christ:",That the trial of your faith (much more precious than gold which is tried by the fire) may be found unto praise and glory and honour at the appearing of Jesus Christ: ,"that the proving of your faith, much more precious than of gold which perishes, though it be proved by fire, be found to praise and glory and honour in the revelation of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, might be found unto praise and glory and honour at the revelation of Jesus Christ:","That the trial of your faith, being much more precious than of gold that perisheth, though tried with fire, might be found to praise, and honor, and glory, at the appearing of Jesus Christ:","that the proof of your faith, which is more precious than gold that perishes even though it is tested by fire, may be found to result in praise, glory, and honor at the revelation of Jesus Christ&#8212;","that the proof of your faith &#8212; much more precious than of gold that is perishing, and through fire being approved &#8212; may be found to praise, and honour, and glory, in the revelation of Jesus Christ,","That the trial of your faith, being much more precious than of gold that perishes, though it be tried with fire, might be found to praise and honor and glory at the appearing of Jesus Christ:"
2300439,He has shown what is of value in his mind.,For in him dwelleth all the fulness of the Godhead bodily.,"for in him dwelleth all the fulness of the Godhead bodily,",For in him dwelleth all the fulness of the Godhead corporeally; ,For in him dwells all the fulness of the Godhead bodily;,"for in him dwelleth all the fulness of the Godhead bodily,",For in him dwelleth all the fullness of the Godhead bodily.,"For in him all the fullness of the Godhead dwells bodily,","because in him doth tabernacle all the fulness of the Godhead bodily,", For in him dwells all the fullness of the Godhead bodily.
756351,I thank the chairman and ranking member for their commitment to continue the process and look forward to working with you and continuing the discussion on this issue.,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will. ,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men."
1600261,"Under a previous order of the House, the gentlewoman from Texas [Ms. Jackson-Lee] is recognized for 5 minutes.","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is a Spirit. And where the Spirit of the Lord is, there is liberty. ","Now the Lord is the Spirit, but where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit and where the Spirit of the Lord is, there is liberty.","And the Lord is the Spirit; and where the Spirit of the Lord is, there is liberty;","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty."
494858,"But, if we believe that they merit our action, our support, we think we ought to take that money and give it back to working Americans in terms of tax cuts.","And forgive us our debts, as we forgive our debtors.","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we also forgive our debtors. ","and forgive us our debts, as we also forgive our debtors,","And forgive us our debts, as we also have forgiven our debtors.","And forgive us our debts, as we forgive our debtors.","Forgive us our debts, as we also forgive our debtors.","'And forgive us our debts, as also we forgive our debtors.","And forgive us our debts, as we forgive our debtors."
2275938,I can talk to my colleagues if we are going to stay here a day or 2 days or 3 days.,"Ye are my friends, if ye do whatsoever I command you.","Ye are my friends, if ye do the things which I command you.","You are my friends, if you do the things that I command you. ",Ye are my friends if ye practise whatever I command you.,"Ye are my friends, if ye do the things which I command you.","Ye are my friends, if ye do whatever I command you.","You are my friends, if you do whatever I command you.","ye are my friends, if ye may do whatever I command you;","You are my friends, if you do whatever I command you."
994952,"Many, if not most, of the people who have made those sacrifices did so as volunteers.","For I desired mercy, and not sacrifice; and the knowledge of God more than burnt offerings.","For I desire goodness, and not sacrifice; and the knowledge of God more than burnt-offerings.","For I desired mercy, and not sacrifice: and the knowledge of God more than holocausts. ","For I delight in loving-kindness, and not sacrifice; and the knowledge of God more than burnt-offerings.","For I desire mercy, and not sacrifice; and the knowledge of God more than burnt offerings.","For I desired mercy, and not sacrifice: and the knowledge of God more than burnt-offerings.","For I desire mercy, and not sacrifice; and the knowledge of God more than burnt offerings.","For kindness I desired, and not sacrifice, And a knowledge of God above burnt-offerings.","For I desired mercy, and not sacrifice; and the knowledge of God more than burnt offerings."
689763,"To suggest I did not administer an oath to these witnesses to help them lie to Members of Congress is false, inexcusable, and in violation of rule XIX, the longstanding practice of Senatorial courtesy, and I expect an apology from the Senator from Illinois.","For whosoever shall keep the whole law, and yet offend in one point, he is guilty of all.","For whosoever shall keep the whole law, and yet stumble in one point , he is become guilty of all.","And whosoever shall keep the whole law, but offend in one point, is become guilty of all. ","For whoever shall keep the whole law and shall offend in one point, he has come under the guilt of breaking all.","For whosoever shall keep the whole law, and yet stumble in one point, he is become guilty of all.","For whoever shall keep the whole law, and yet offend in one point, he is guilty of all.","For whoever keeps the whole law, and yet stumbles in one point, he has become guilty of all.","for whoever the whole law shall keep, and shall stumble in one point, he hath become guilty of all;","For whoever shall keep the whole law, and yet offend in one point, he is guilty of all."
20333,"Mr. President, let me say to my colleague, the ranking member of the Senate's Indian Affairs Committee--with whom, by the way, I know I have 2 more years--that I am so going to miss working with him.","I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:"
402429,I believe that for too long we have been creating a society less dependent on the voluntary rule of good behavior by the citizen than on the oppressive mandate of Government.,"For, brethren, ye have been called unto liberty; only use not liberty for an occasion to the flesh, but by love serve one another.","For ye, brethren, were called for freedom; only use not your freedom for an occasion to the flesh, but through love be servants one to another.","For you, brethren, have been called unto liberty: only make not liberty an occasion to the flesh, but by charity of the spirit serve one another. ","For ye have been called to liberty, brethren; only do not turn liberty into an opportunity to the flesh, but by love serve one another.","For ye, brethren, were called for freedom; only use not your freedom for an occasion to the flesh, but through love be servants one to another.","For, brethren, ye have been called to liberty; only use not liberty for an occasion to the flesh, but by love serve one another.","For you, brothers, were called for freedom. Only don't use your freedom for gain to the flesh, but through love be servants to one another.","For ye &#8212; to freedom ye were called, brethren, only not the freedom for an occasion to the flesh, but through the love serve ye one another,","For, brothers, you have been called to liberty; only use not liberty for an occasion to the flesh, but by love serve one another."
366944,"It is their steadfast support of their husband and dad that enabled his continued service, ultimately leading to this historic promotion.","And they continued stedfastly in the apostles' doctrine and fellowship, and in breaking of bread, and in prayers.","And they continued stedfastly in the apostles teaching and fellowship, in the breaking of bread and the prayers.","And they were persevering in the doctrine of the apostles, and in the communication of the breaking of bread, and in prayers. ","And they persevered in the teaching and fellowship of the apostles, in breaking of bread and prayers.","And they continued stedfastly in the apostles' teaching and fellowship, in the breaking of bread and the prayers.","And they continued steadfastly in the apostles doctrine and fellowship, and in breaking of bread, and in prayers.","They continued steadfastly in the apostles' teaching and fellowship, in the breaking of bread, and prayer.","and they were continuing stedfastly in the teaching of the apostles, and the fellowship, and the breaking of the bread, and the prayers.","And they continued steadfastly in the apostles' doctrine and fellowship, and in breaking of bread, and in prayers."
1673980,"Finally, I have a poem.","I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:"
1699607,"With that, as I continue the dialog, I see our good friend from Maryland, and perhaps I should yield back to the gentleman who controls the time, my friend from Indiana, for the purposes of recognizing our friend from nearby Maryland.","Not forsaking the assembling of ourselves together, as the manner of some is; but exhorting one another: and so much the more, as ye see the day approaching.","not forsaking our own assembling together, as the custom of some is, but exhorting one another ; and so much the more, as ye see the day drawing nigh.","Not forsaking our assembly, as some are accustomed; but comforting one another, and so much the more as you see the day approaching. ","not forsaking the assembling of ourselves together, as the custom is with some; but encouraging one another, and by so much the more as ye see the day drawing near.","not forsaking the assembling of ourselves together, as the custom of some is, but exhorting one another; and so much the more, as ye see the day drawing nigh.","Not forsaking the assembling of ourselves, as the manner of some is; but exhorting one another: and so much the more, as ye see the day approaching.","not forsaking our own assembling together, as the custom of some is, but exhorting one another; and so much the more, as you see the Day approaching.","not forsaking the assembling of ourselves together, as a custom of certain is, but exhorting, and so much the more as ye see the day coming nigh.","Not forsaking the assembling of ourselves together, as the manner of some is; but exhorting one another: and so much the more, as you see the day approaching."
1751576,So I think that is a very significant provision that has to be saved.,"Moreover it is required in stewards, that a man be found faithful.","Here, moreover, it is required in stewards, that a man be found faithful.","Here now it is required among the dispensers, that a man be found faithful. ","Here, further, it is sought in stewards, that a man be found faithful.","Here, moreover, it is required in stewards, that a man be found faithful.","Moreover, it is required in stewards that a man be found faithful.","Here, moreover, it is required of stewards, that they be found faithful.","and as to the rest, it is required in the stewards that one may be found faithful,","Moreover it is required in stewards, that a man be found faithful."
7206,Their commitment to service before self truly reflects the very best of the generous Texas spirit.,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace. ,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.
681762,"After September 11, Chris had yearned to serve his country and follow in the family tradition of military service.","Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren.","Hereby know we love, because he laid down his life for us: and we ought to lay down our lives for the brethren.","In this we have known the charity of God, because he hath laid down his life for us: and we ought to lay down our lives for the brethren. ","Hereby we have known love, because he has laid down his life for us; and we ought for the brethren to lay down our lives.","Hereby know we love, because he laid down his life for us: and we ought to lay down our lives for the brethren.","By this we perceive the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren.","By this we know love, because he laid down his life for us. And we ought to lay down our lives for the brothers.","in this we have known the love, because he for us his life did lay down, and we ought for the brethren the lives to lay down;","Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brothers."
558560,"There are many other things we can do with this money that we can argue are very beneficial to the people of the United States, but we made an agreement with these people and we should keep it.","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the desire of money is the root of all evils; which some coveting have erred from the faith, and have entangled themselves in many sorrows. ","For the love of money is the root of every evil; which some having aspired after, have wandered from the faith, and pierced themselves with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the love of money is the root of all evil: which while some have coveted, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil. Some have been led astray from the faith in their greed, and have pierced themselves through with many sorrows.","for a root of all the evils is the love of money, which certain longing for did go astray from the faith, and themselves did pierce through with many sorrows;","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows."
504086,"She quotes, ``I have never in my life felt so helpless and out of control.","Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world.","Ye are of God, my little children, and have overcome them: because greater is he that is in you than he that is in the world.","You are of God, little children, and have overcome him. Because greater is he that is in you, than he that is in the world. ","Ye are of God, children, and have overcome them, because greater is he that is in you than he that is in the world.","Ye are of God, my little children, and have overcome them: because greater is he that is in you than he that is in the world.","Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world.","You are of God, little children, and have overcome them; because greater is he who is in you than he who is in the world.","Ye &#8212; of God ye are, little children, and ye have overcome them; because greater is He who is in you, than he who is in the world.","You are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world."
160830,We need to think for a minute and digest what this means.,"Pride goeth before destruction, and an haughty spirit before a fall.","Pride goeth before destruction, And a haughty spirit before a fall.",Pride goeth before destruction: and the spirit is lifted up before a fall. ,"Pride goeth before destruction, and a haughty spirit before a fall.","Pride goeth before destruction, and an haughty spirit before a fall.","Pride goeth before destruction, and a haughty spirit before a fall.","Pride goes before destruction, and a haughty spirit before a fall.","Before destruction is pride, And before stumbling &#8212; a haughty spirit.'","Pride goes before destruction, and an haughty spirit before a fall."
572302,"In all his undertakings be developed an incisive level of understanding and leadership in the fields of corporate operations, debt structure, capital formation and numerous public acquisitions and offerings.","And beginning at Moses and all the prophets, he expounded unto them in all the scriptures the things concerning himself.","And beginning from Moses and from all the prophets, he interpreted to them in all the scriptures the things concerning himself.","And beginning at Moses and all the prophets, he expounded to them in all the scriptures, the things that were concerning him. ","And having begun from Moses and from all the prophets, he interpreted to them in all the scriptures the things concerning himself.","And beginning from Moses and from all the prophets, he interpreted to them in all the scriptures the things concerning himself.","And beginning at Moses, and all the prophets, he expounded to them in all the scriptures the things concerning himself.","Beginning from Moses and from all the prophets, he explained to them in all the Scriptures the things concerning himself.","and having begun from Moses, and from all the prophets, he was expounding to them in all the Writings the things about himself.","And beginning at Moses and all the prophets, he expounded to them in all the scriptures the things concerning himself."
2118851,"But if you cannot pay, it is ``travel now, die later.''","For to me to live is Christ, and to die is gain.","For to me to live is Christ, and to die is gain.","For to me, to live is Christ; and to die is gain. ","For for me to live is Christ, and to die gain;","For to me to live is Christ, and to die is gain.","For to me to live is Christ, and to die is gain.","For to me to live is Christ, and to die is gain.","for to me to live is Christ, and to die gain.","For to me to live is Christ, and to die is gain."
1765839,We have both been dedicated to strengthening and protecting the church and our particular dioceses.,"Praising God, and having favour with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. And the Lord added to them day by day those that were saved.","Praising God, and having favour with all the people. And the Lord increased daily together such as should be saved. ","praising God, and having favour with all the people; and the Lord added to the assembly daily those that were to be saved.","praising God, and having favour with all the people. And the Lord added to them day by day those that were being saved.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved.","praising God, and having favor with all the people. The Lord added to the assembly day by day those who were being saved.","praising God, and having favour with all the people, and the Lord was adding those being saved every day to the assembly.","Praising God, and having favor with all the people. And the Lord added to the church daily such as should be saved."
2354338,"He let me know that since he was a Christian, he was anxious to see the Lord.","And it came to pass, when the time was come that he should be received up, he stedfastly set his face to go to Jerusalem,","And it came to pass, when the days were well-nigh come that he should be received up, he stedfastly set his face to go to Jerusalem,","And it came to pass, when the days of his assumption were accomplishing, that he steadfastly set his face to go to Jerusalem. ","And it came to pass when the days of his receiving up were fulfilled, that he stedfastly set his face to go to Jerusalem.","And it came to pass, when the days were well-nigh come that he should be received up, he stedfastly set his face to go to Jerusalem,","And it came to pass, when the time was come that he should be received up, he steadfastly set his face to go to Jerusalem,","It came to pass, when the days were near that he should be taken up, he intently set his face to go to Jerusalem,","And it came to pass, in the completing of the days of his being taken up, that he fixed his face to go on to Jerusalem,","And it came to pass, when the time was come that he should be received up, he steadfastly set his face to go to Jerusalem,"
1443442,"Even as we, in the middle of this nightmare we have gone through, try to make certain the American people understand everything humanly possible is being done to prevent another terrorist attack, even as we do that, as the President said, we must go back to work.","And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","And this, knowing the season, that already it is time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.",And that knowing the season; that it is now the hour for us to rise from sleep. For now our salvation is nearer than when we believed. ,"This also, knowing the time, that it is already time that we should be aroused out of sleep; for now is our salvation nearer than when we believed.","And this, knowing the season, that now it is high time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.","And this, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","Do this, knowing the time, that it is already time for you to awaken out of sleep, for salvation is now nearer to us than when we first believed.","And this, knowing the time, that for us, the hour already is to be aroused out of sleep, for now nearer is our salvation than when we did believe;","And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed."
1862468,"Now more than ever, we must safeguard religious liberty to ensure that each of these women and those I serve never have to compromise their religious beliefs.","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is a Spirit. And where the Spirit of the Lord is, there is liberty. ","Now the Lord is the Spirit, but where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty.","Now the Lord is the Spirit and where the Spirit of the Lord is, there is liberty.","And the Lord is the Spirit; and where the Spirit of the Lord is, there is liberty;","Now the Lord is that Spirit: and where the Spirit of the Lord is, there is liberty."
763367,They are the ones willing to make the sacrifice.,Submitting yourselves one to another in the fear of God.,subjecting yourselves one to another in the fear of Christ.,"Being subject one to another, in the fear of Christ. ",submitting yourselves to one another in the fear of Christ.,subjecting yourselves one to another in the fear of Christ.,Submitting yourselves one to another in the fear of God.,subjecting yourselves one to another in the fear of Christ.,subjecting yourselves to one another in the fear of God.,Submitting yourselves one to another in the fear of God.
