,congress_idx_dallas,original row,Round,rand,text,Label_dallas,Notes_dallas,King James Bible_dallas,American Standard Version_dallas,Douay-Rheims Bible_dallas,Darby Bible Translation_dallas,English Revised Version_dallas,Webster Bible Translation_dallas,World English Bible_dallas,Young's Literal Translation_dallas,American King James Version_dallas,0_dallas,Match_dallas,congress_idx_lavinia,Label_lavinia,Notes_lavinia,King James Bible_lavinia,American Standard Version_lavinia,Douay-Rheims Bible_lavinia,Darby Bible Translation_lavinia,English Revised Version_lavinia,Webster Bible Translation_lavinia,World English Bible_lavinia,Young's Literal Translation_lavinia,American King James Version_lavinia,0_lavinia,Match_lavinia,label_emb,label_ngm,label_emb_perc,label_emb_bin,stratum,weight,label_ngm_bin,label_emb_ngm_or,label_emb_ngm_and
113,2019160,44,2.0,0.3746426721,"In the world you will have tribulation; but be of good cheer, I have overcome the world.",Match,,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.","These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me you may have peace. In the world you shall have distress: but have confidence, I have overcome the world. ",These things have I spoken to you that in me ye might have peace. In the world ye have tribulation; but be of good courage: I have overcome the world.,"These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me ye may have peace. In the world ye will have tribulation, but be of good cheer: I have overcome the world.","I have told you these things, that in me you may have peace. In the world you have oppression; but cheer up! I have overcome the world.|","these things I have spoken to you, that in me ye may have peace, in the world ye shall have tribulation, but take courage &#8212; I have overcome the world.'","These things I have spoken to you, that in me you might have peace. In the world you shall have tribulation: but be of good cheer; I have overcome the world.",0.5010691912,1,2019160,Match,,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.","These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me you may have peace. In the world you shall have distress: but have confidence, I have overcome the world. ",These things have I spoken to you that in me ye might have peace. In the world ye have tribulation; but be of good courage: I have overcome the world.,"These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me ye may have peace. In the world ye will have tribulation, but be of good cheer: I have overcome the world.","I have told you these things, that in me you may have peace. In the world you have oppression; but cheer up! I have overcome the world.|","these things I have spoken to you, that in me ye may have peace, in the world ye shall have tribulation, but take courage &#8212; I have overcome the world.'","These things I have spoken to you, that in me you might have peace. In the world you shall have tribulation: but be of good cheer; I have overcome the world.",0.1339493627,1,0.809659434282214,8.0,8,0,8,0.08666666666666667,1,1,0
114,2354338,221,2.0,0.5374790085,"Even at that young age, his sense of faith and guidance was so strong that he accepted his personal call to minister the gospel to all who would listen.",Not Match,,"And he said unto them, Go ye into all the world, and preach the gospel to every creature.","And he said unto them, Go ye into all the world, and preach the gospel to the whole creation.","And he said to them: Go ye into the whole world, and preach the gospel to every creature. ","And he said to them, Go into all the world, and preach the glad tidings to all the creation.","And he said unto them, Go ye into all the world, and preach the gospel to the whole creation.","And he said to them, Go ye into all the world, and preach the gospel to every creature.","He said to them, |Go into all the world, and preach the Good News to the whole creation.","and he said to them, 'Having gone to all the world, proclaim the good news to all the creation;","And he said to them, Go you into all the world, and preach the gospel to every creature.",0.3807763015,0,2354338,Not Match,,"And he said unto them, Go ye into all the world, and preach the gospel to every creature.","And he said unto them, Go ye into all the world, and preach the gospel to the whole creation.","And he said to them: Go ye into the whole world, and preach the gospel to every creature. ","And he said to them, Go into all the world, and preach the glad tidings to all the creation.","And he said unto them, Go ye into all the world, and preach the gospel to the whole creation.","And he said to them, Go ye into all the world, and preach the gospel to every creature.","He said to them, |Go into all the world, and preach the Good News to the whole creation.","and he said to them, 'Having gone to all the world, proclaim the good news to all the creation;","And he said to them, Go you into all the world, and preach the gospel to every creature.",0.9781811994,0,0.5889773114429061,1.0,5,0,5,0.12666666666666668,0,0,0
115,545433,173,2.0,0.05548523807,"Despite that, Mr. Chairman, I feel this amendment is a step in the right direction, and I urge its passage.",Not Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.8543507116,0,545433,Not Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.3118727134,0,0.24729667531534,0.0,2,0,2,0.14666666666666667,0,0,0
116,210515,135,2.0,0.9794654342,"I have no illusions that it is going to pass in this Congress, but I wish to lay it down so we at least have a marker from which to begin.",Not Match,,"No man taketh it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received of my Father.","No one taketh it away from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment received I from my Father.","No man taketh it away from me: but I lay it down of myself, and I have power to lay it down: and I have power to take it up again. This commandment have I received of my Father. ","No one takes it from me, but I lay it down of myself. I have authority to lay it down and I have authority to take it again. I have received this commandment of my Father.","No one taketh it away from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment received I from my Father.","No man taketh it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received from my Father.","No one takes it away from me, but I lay it down by myself. I have power to lay it down, and I have power to take it again. I received this commandment from my Father.|","no one doth take it from me, but I lay it down of myself; authority I have to lay it down, and authority I have again to take it; this command I received from my Father.'","No man takes it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received of my Father.",0.07519678549,0,210515,Not Match,,"No man taketh it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received of my Father.","No one taketh it away from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment received I from my Father.","No man taketh it away from me: but I lay it down of myself, and I have power to lay it down: and I have power to take it up again. This commandment have I received of my Father. ","No one takes it from me, but I lay it down of myself. I have authority to lay it down and I have authority to take it again. I have received this commandment of my Father.","No one taketh it away from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment received I from my Father.","No man taketh it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received from my Father.","No one takes it away from me, but I lay it down by myself. I have power to lay it down, and I have power to take it again. I received this commandment from my Father.|","no one doth take it from me, but I lay it down of myself; authority I have to lay it down, and authority I have again to take it; this command I received from my Father.'","No man takes it from me, but I lay it down of myself. I have power to lay it down, and I have power to take it again. This commandment have I received of my Father.",0.08828634601,0,0.2307630484498982,3.0,2,0,2,0.14666666666666667,0,0,0
117,1887385,112,2.0,0.370139021,"As for me and my house and the people of west Texas, we stand for life, which is why we oppose this.",Not Match,,"And if it seem evil unto you to serve the LORD, choose you this day whom ye will serve; whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve the LORD.","And if it seem evil unto you to serve Jehovah, choose you this day whom ye will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve Jehovah.","But if it seem evil to you to serve the Lord, you have your choice: choose this day that which pleaseth you, whom you would rather serve, whether the gods which your fathers served in Mesopotamia, or the gods of the Amorrhites, in whose land you dwell: but as for me and my house we will serve the Lord. ","And if it seem evil unto you to serve Jehovah, choose you this day whom ye will serve; whether the gods whom your fathers that were on the other side of the river served, or the gods of the Amorite, in whose land ye dwell; but as for me and my house, we will serve Jehovah.","And if it seem evil unto you to serve the LORD, choose you this day whom ye will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve the LORD.","And if it seemeth evil to you to serve the LORD, choose you this day whom ye will serve, whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites in whose land ye dwell: but as for me and my house, we will serve the LORD.","If it seems evil to you to serve Yahweh, choose this day whom you will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land you dwell: but as for me and my house, we will serve Yahweh.|","and if wrong in your eyes to serve Jehovah &#8212; choose for you to-day whom ye do serve; &#8212; whether the gods whom your fathers served, which are beyond the River, or the gods of the Amorite in whose land ye are dwelling; and I and my house &#8212; we serve Jehovah.'","And if it seem evil to you to serve the LORD, choose you this day whom you will serve; whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites, in whose land you dwell: but as for me and my house, we will serve the LORD.",0.4128844724,0,1887385,Not Match,,"And if it seem evil unto you to serve the LORD, choose you this day whom ye will serve; whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve the LORD.","And if it seem evil unto you to serve Jehovah, choose you this day whom ye will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve Jehovah.","But if it seem evil to you to serve the Lord, you have your choice: choose this day that which pleaseth you, whom you would rather serve, whether the gods which your fathers served in Mesopotamia, or the gods of the Amorrhites, in whose land you dwell: but as for me and my house we will serve the Lord. ","And if it seem evil unto you to serve Jehovah, choose you this day whom ye will serve; whether the gods whom your fathers that were on the other side of the river served, or the gods of the Amorite, in whose land ye dwell; but as for me and my house, we will serve Jehovah.","And if it seem evil unto you to serve the LORD, choose you this day whom ye will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve the LORD.","And if it seemeth evil to you to serve the LORD, choose you this day whom ye will serve, whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites in whose land ye dwell: but as for me and my house, we will serve the LORD.","If it seems evil to you to serve Yahweh, choose this day whom you will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land you dwell: but as for me and my house, we will serve Yahweh.|","and if wrong in your eyes to serve Jehovah &#8212; choose for you to-day whom ye do serve; &#8212; whether the gods whom your fathers served, which are beyond the River, or the gods of the Amorite in whose land ye are dwelling; and I and my house &#8212; we serve Jehovah.'","And if it seem evil to you to serve the LORD, choose you this day whom you will serve; whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites, in whose land you dwell: but as for me and my house, we will serve the LORD.",0.3604260297,0,0.2664594282323418,4.0,2,0,2,0.14666666666666667,0,0,0
118,915574,126,2.0,0.05695112331,I think it is an inconsequential bill.,Not Match,,"Because it is written, Be ye holy; for I am holy.","because it is written, Ye shall be holy; for I am holy.","Because it is written: You shall be holy, for I am holy. ","because it is written, Be ye holy, for I am holy.","because it is written, Ye shall be holy; for I am holy.","Because it is written, Be ye holy; for I am holy.","because it is written, |You shall be holy; for I am holy.|","because it hath been written, 'Become ye holy, because I am holy;'","Because it is written, Be you holy; for I am holy.",0.1702527221,0,915574,Not Match,,"Because it is written, Be ye holy; for I am holy.","because it is written, Ye shall be holy; for I am holy.","Because it is written: You shall be holy, for I am holy. ","because it is written, Be ye holy, for I am holy.","because it is written, Ye shall be holy; for I am holy.","Because it is written, Be ye holy; for I am holy.","because it is written, |You shall be holy; for I am holy.|","because it hath been written, 'Become ye holy, because I am holy;'","Because it is written, Be you holy; for I am holy.",0.8986787391,0,0.0328887131457223,0.0,0,0,0,0.12,0,0,0
119,2306458,300,2.0,0.9794011322,"And I thought about it, and maybe what Christ was saying here, what God was saying, was that the prodigal son who had to be born again to this faith was being brought powerfully back to his faith.",Not Match,,For the Son of man is come to seek and to save that which was lost.,For the Son of man came to seek and to save that which was lost.,For the Son of man is come to seek and to save that which was lost.,for the Son of man has come to seek and to save that which is lost.,For the Son of man came to seek and to save that which was lost.,For the Son of man is come to seek and to save that which was lost.,For the Son of Man came to seek and to save that which was lost.|,for the Son of Man came to seek and to save the lost.',For the Son of man is come to seek and to save that which was lost.,0.7511821344,0,2306458,Unsure,,For the Son of man is come to seek and to save that which was lost.,For the Son of man came to seek and to save that which was lost.,For the Son of man is come to seek and to save that which was lost.,for the Son of man has come to seek and to save that which is lost.,For the Son of man came to seek and to save that which was lost.,For the Son of man is come to seek and to save that which was lost.,For the Son of Man came to seek and to save that which was lost.|,for the Son of Man came to seek and to save the lost.',For the Son of man is come to seek and to save that which was lost.,0.6606888226,0,0.6179471888139398,1.0,6,0,6,0.1,0,0,0
120,219706,258,2.0,0.6555826281,"Every single day, 7 days a week, all year long, we actually import $2 billion more in goods than we export to the rest of the world.",Not Match,,"Now when they heard this, they were pricked in their heart, and said unto Peter and to the rest of the apostles, Men and brethren, what shall we do?","Now when they heard this, they were pricked in their heart, and said unto Peter and the rest of the apostles, Brethren, what shall we do?","Now when they had heard these things, they had compunction in their heart, and said to Peter, and to the rest of the apostles: What shall we do, men and brethren? ","And having heard it they were pricked in heart, and said to Peter and the other apostles, What shall we do, brethren?","Now when they heard this, they were pricked in their heart, and said unto Peter and the rest of the apostles, Brethren, what shall we do?","Now when they heard this, they were pricked in their heart, and said to Peter and to the rest of the apostles, Men, brethren, what shall we do?","Now when they heard this, they were cut to the heart, and said to Peter and the rest of the apostles, |Brothers, what shall we do?|","And having heard, they were pricked to the heart; they say also to Peter, and to the rest of the apostles, 'What shall we do, men, brethren?'","Now when they heard this, they were pricked in their heart, and said to Peter and to the rest of the apostles, Men and brothers, what shall we do?",0.2377127319,0,219706,Not Match,,"Now when they heard this, they were pricked in their heart, and said unto Peter and to the rest of the apostles, Men and brethren, what shall we do?","Now when they heard this, they were pricked in their heart, and said unto Peter and the rest of the apostles, Brethren, what shall we do?","Now when they had heard these things, they had compunction in their heart, and said to Peter, and to the rest of the apostles: What shall we do, men and brethren? ","And having heard it they were pricked in heart, and said to Peter and the other apostles, What shall we do, brethren?","Now when they heard this, they were pricked in their heart, and said unto Peter and the rest of the apostles, Brethren, what shall we do?","Now when they heard this, they were pricked in their heart, and said to Peter and to the rest of the apostles, Men, brethren, what shall we do?","Now when they heard this, they were cut to the heart, and said to Peter and the rest of the apostles, |Brothers, what shall we do?|","And having heard, they were pricked to the heart; they say also to Peter, and to the rest of the apostles, 'What shall we do, men, brethren?'","Now when they heard this, they were pricked in their heart, and said to Peter and to the rest of the apostles, Men and brothers, what shall we do?",0.5901504296,0,0.1779318953502628,3.0,1,0,1,0.08,0,0,0
121,232636,106,2.0,0.6317539308,"As an example of the pragmatic approach the Coast Guard has taken in this plan, next summer we will welcome the Coast Guard high endurance cutters, Dallas and Gallatin, to their new homeport at the Charleston Navy Base.",Not Match,,"Train up a child in the way he should go: and when he is old, he will not depart from it.","Train up a child in the way he should go, And even when he is old he will not depart from it.","It is a proverb: A young man according to his way, even when he is old he will not depart from it. ","Train up the child according to the tenor of his way, and when he is old he will not depart from it.","Train up a child in the way he should go, and even when he is old he will not depart from it.","Train up a child in the way he should go: and when he is old, he will not depart from it.","Train up a child in the way he should go, and when he is old he will not depart from it.","Give instruction to a youth about his way, Even when he is old he turneth not from it.","Train up a child in the way he should go: and when he is old, he will not depart from it.",0.1511977939,0,232636,Not Match,,"Train up a child in the way he should go: and when he is old, he will not depart from it.","Train up a child in the way he should go, And even when he is old he will not depart from it.","It is a proverb: A young man according to his way, even when he is old he will not depart from it. ","Train up the child according to the tenor of his way, and when he is old he will not depart from it.","Train up a child in the way he should go, and even when he is old he will not depart from it.","Train up a child in the way he should go: and when he is old, he will not depart from it.","Train up a child in the way he should go, and when he is old he will not depart from it.","Give instruction to a youth about his way, Even when he is old he turneth not from it.","Train up a child in the way he should go: and when he is old, he will not depart from it.",0.04103293702,0,0.1539471539105913,2.0,1,0,1,0.08,0,0,0
122,528638,185,2.0,0.1804366666,He gave me a life free from self-recrimination and free of doubt.,Not Match,,In him was life; and the life was the light of men.,In him was life; and the life was the light of men.,"In him was life, and the life was the light of men. ","In him was life, and the life was the light of men.",In him was life; and the life was the light of men.,In him was life; and the life was the light of men.,"In him was life, and the life was the light of men.","In him was life, and the life was the light of men,",In him was life; and the life was the light of men.,0.6943744226,0,528638,Not Match,,In him was life; and the life was the light of men.,In him was life; and the life was the light of men.,"In him was life, and the life was the light of men. ","In him was life, and the life was the light of men.",In him was life; and the life was the light of men.,In him was life; and the life was the light of men.,"In him was life, and the life was the light of men.","In him was life, and the life was the light of men,",In him was life; and the life was the light of men.,0.7520543243,0,0.5466040142286163,0.0,5,0,5,0.12666666666666668,0,0,0
123,90329,254,2.0,0.3116036757,I have written books on this subject.,Not Match,,I have glorified thee on the earth: I have finished the work which thou gavest me to do.,"I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth; I have finished the work which thou gavest me to do.,"I have glorified thee on the earth, I have completed the work which thou gavest me that I should do it;","I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth: I have finished the work which thou gavest me to do.,I glorified you on the earth. I have accomplished the work which you have given me to do.,"I did glorify Thee on the earth, the work I did finish that Thou hast given me, that I may do it.",I have glorified you on the earth: I have finished the work which you gave me to do.,0.0009859806536,0,90329,Not Match,,I have glorified thee on the earth: I have finished the work which thou gavest me to do.,"I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth; I have finished the work which thou gavest me to do.,"I have glorified thee on the earth, I have completed the work which thou gavest me that I should do it;","I glorified thee on the earth, having accomplished the work which thou hast given me to do.",I have glorified thee on the earth: I have finished the work which thou gavest me to do.,I glorified you on the earth. I have accomplished the work which you have given me to do.,"I did glorify Thee on the earth, the work I did finish that Thou hast given me, that I may do it.",I have glorified you on the earth: I have finished the work which you gave me to do.,0.3125512072,0,0.027023750187159,0.0,0,0,0,0.12,0,0,0
124,774195,70,2.0,0.4304079754,"1 Peter 55 said: God resists the crowd, but gives grace to the humble.",Match,,"But he giveth more grace. Wherefore he saith, God resisteth the proud, but giveth grace unto the humble.","But he giveth more grace. Wherefore the scripture'saith, God resisteth the proud, but giveth grace to the humble.","But he giveth greater grace. Wherefore he saith: God resisteth the proud, and giveth grace to the humble. ","But he gives more grace. Wherefore he says, God sets himself against the proud, but gives grace to the lowly.","But he giveth more grace. Wherefore the scripture saith, God resisteth the proud, but giveth grace to the humble.","But he giveth more grace. Wherefore he saith, God resisteth the proud, but giveth grace to the humble.","But he gives more grace. Therefore it says, |God resists the proud, but gives grace to the humble.|","and greater grace he doth give, wherefore he saith, 'God against proud ones doth set Himself up, and to lowly ones He doth give grace?'","But he gives more grace. Why he said, God resists the proud, but gives grace to the humble.",0.5599387382,1,774195,Match,,"But he giveth more grace. Wherefore he saith, God resisteth the proud, but giveth grace unto the humble.","But he giveth more grace. Wherefore the scripture'saith, God resisteth the proud, but giveth grace to the humble.","But he giveth greater grace. Wherefore he saith: God resisteth the proud, and giveth grace to the humble. ","But he gives more grace. Wherefore he says, God sets himself against the proud, but gives grace to the lowly.","But he giveth more grace. Wherefore the scripture saith, God resisteth the proud, but giveth grace to the humble.","But he giveth more grace. Wherefore he saith, God resisteth the proud, but giveth grace to the humble.","But he gives more grace. Therefore it says, |God resists the proud, but gives grace to the humble.|","and greater grace he doth give, wherefore he saith, 'God against proud ones doth set Himself up, and to lowly ones He doth give grace?'","But he gives more grace. Why he said, God resists the proud, but gives grace to the humble.",0.4482605602,1,0.7667361663218337,3.0,7,0,7,0.10666666666666667,0,0,0
125,2402070,290,2.0,0.410605501,It calls for unflinching courage in the face of those who would threaten murder to kill even the hope of peace.,Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.5982586339,0,2402070,Not Match,,Endeavouring to keep the unity of the Spirit in the bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Careful to keep the unity of the Spirit in the bond of peace.,using diligence to keep the unity of the Spirit in the uniting bond of peace.,giving diligence to keep the unity of the Spirit in the bond of peace.,Endeavoring to keep the unity of the Spirit in the bond of peace.,being eager to keep the unity of the Spirit in the bond of peace.,being diligent to keep the unity of the Spirit in the bond of the peace;,Endeavoring to keep the unity of the Spirit in the bond of peace.,0.03081252677,0,0.5823643140972711,2.0,5,0,5,0.12666666666666668,0,0,0
126,2259137,38,2.0,0.5914015674,"Without vision, the people will perish.",Match,,"Where there is no vision, the people perish: but he that keepeth the law, happy is he.","Where there is no vision, the people cast off restraint; But he that keepeth the law, happy is he.","When prophecy shall fail, the people shall be scattered abroad: but he that keepeth the law is blessed. ",Where there is no vision the people cast off restraint; but happy is he that keepeth the law.,"Where there is no vision, the people cast off restraint: but he that keepeth the law, happy is he.","Where there is no vision, the people perish: but he that keepeth the law, happy is he.","Where there is no revelation, the people cast off restraint; but one who keeps the law is blessed.","Without a Vision is a people made naked, And whoso is keeping the law, O his happiness!","Where there is no vision, the people perish: but he that keeps the law, happy is he.",0.1138766264,1,2259137,Match,,"Where there is no vision, the people perish: but he that keepeth the law, happy is he.","Where there is no vision, the people cast off restraint; But he that keepeth the law, happy is he.","When prophecy shall fail, the people shall be scattered abroad: but he that keepeth the law is blessed. ",Where there is no vision the people cast off restraint; but happy is he that keepeth the law.,"Where there is no vision, the people cast off restraint: but he that keepeth the law, happy is he.","Where there is no vision, the people perish: but he that keepeth the law, happy is he.","Where there is no revelation, the people cast off restraint; but one who keeps the law is blessed.","Without a Vision is a people made naked, And whoso is keeping the law, O his happiness!","Where there is no vision, the people perish: but he that keeps the law, happy is he.",0.04949080953,1,0.7328310843149254,2.0,7,0,7,0.10666666666666667,0,0,0
127,2399441,143,2.0,0.8563324832,"Rapid, sophisticated, air transportation is their only option for complex, time-dependent care.",Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.3622112951,0,2399441,Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.6955184263,0,0.0,0.0,0,0,0,0.12,0,0,0
128,558560,216,2.0,0.6452215848,"The track record of the 504 program is equally impressive, and they too have overpaid because the SBA and OMB have over-estimated the cost of providing these loans.",Not Match,,"For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the desire of money is the root of all evils; which some coveting have erred from the faith, and have entangled themselves in many sorrows. ","For the love of money is the root of every evil; which some having aspired after, have wandered from the faith, and pierced themselves with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the love of money is the root of all evil: which while some have coveted, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil. Some have been led astray from the faith in their greed, and have pierced themselves through with many sorrows.","for a root of all the evils is the love of money, which certain longing for did go astray from the faith, and themselves did pierce through with many sorrows;","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.",0.933733124,0,558560,Not Match,,"For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the desire of money is the root of all evils; which some coveting have erred from the faith, and have entangled themselves in many sorrows. ","For the love of money is the root of every evil; which some having aspired after, have wandered from the faith, and pierced themselves with many sorrows.","For the love of money is a root of all kinds of evil: which some reaching after have been led astray from the faith, and have pierced themselves through with many sorrows.","For the love of money is the root of all evil: which while some have coveted, they have erred from the faith, and pierced themselves through with many sorrows.","For the love of money is a root of all kinds of evil. Some have been led astray from the faith in their greed, and have pierced themselves through with many sorrows.","for a root of all the evils is the love of money, which certain longing for did go astray from the faith, and themselves did pierce through with many sorrows;","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.",0.7018625454,0,0.1428632236129818,1.0,1,0,1,0.08,0,0,0
