,verse,count,proportion
15465,ezekiel 14:6,5,1.531454544897653e-05
15582,psalm 63:5,5,1.531454544897653e-05
6743,nahum 11:11,5,1.531454544897653e-05
6918,genesis 25:8,5,1.531454544897653e-05
6778,genesis 13:1,5,1.531454544897653e-05
17320,john 1:37,5,1.531454544897653e-05
12329,isaiah 29:16,5,1.531454544897653e-05
6925,luke 13:27,5,1.531454544897653e-05
15434,luke 7:42,5,1.531454544897653e-05
10261,proverbs 4:27,5,1.531454544897653e-05
6750,nahum 25:31,5,1.531454544897653e-05
6751,nahum 25:46,5,1.531454544897653e-05
6942,proverbs 18:15,5,1.531454544897653e-05
3814,psalm 29:3,5,1.531454544897653e-05
10287,judges 13:3,5,1.531454544897653e-05
10317,micah 7:1,5,1.531454544897653e-05
15535,mark 16:4,5,1.531454544897653e-05
5938,john 11:18,5,1.531454544897653e-05
7762,exodus 20:18,5,1.531454544897653e-05
16544,mark 12:39,5,1.531454544897653e-05
13745,psalm 47:2,5,1.531454544897653e-05
7780,luke 8:33,5,1.531454544897653e-05
7743,mark 7:4,5,1.531454544897653e-05
9550,genesis 31:13,5,1.531454544897653e-05
9476,2 timothy 2:6,5,1.531454544897653e-05
3878,ezekiel 2:2,5,1.531454544897653e-05
10246,mark 3:9,5,1.531454544897653e-05
1274,luke 13:31,5,1.531454544897653e-05
9468,2 samuel 23:5,5,1.531454544897653e-05
4420,psalm 104:1,5,1.531454544897653e-05
4421,job 42:3,5,1.531454544897653e-05
11236,2 corinthians 8:13,5,1.531454544897653e-05
5987,colossians 2:4,5,1.531454544897653e-05
15271,psalm 45:10,5,1.531454544897653e-05
15219,proverbs 8:15,5,1.531454544897653e-05
15261,psalm 73:4,5,1.531454544897653e-05
556,exodus 23:25,5,1.531454544897653e-05
10197,matthew 13:52,5,1.531454544897653e-05
18565,psalm 119:43,5,1.531454544897653e-05
3903,psalm 73:20,5,1.531454544897653e-05
15255,matthew 20:8,5,1.531454544897653e-05
15414,mark 3:1,5,1.531454544897653e-05
6783,genesis 13:7,5,1.531454544897653e-05
6945,psalm 17:7,5,1.531454544897653e-05
6796,genesis 14:15,5,1.531454544897653e-05
6896,mark 7:35,5,1.531454544897653e-05
6898,daniel 7:22,5,1.531454544897653e-05
15230,ezekiel 7:19,5,1.531454544897653e-05
542,genesis 39:23,5,1.531454544897653e-05
15380,joshua 23:6,4,1.2251636359181223e-05
15498,isaiah 50:1,4,1.2251636359181223e-05
15438,daniel 1:5,4,1.2251636359181223e-05
6933,john 10:24,4,1.2251636359181223e-05
6921,genesis 49:33,4,1.2251636359181223e-05
6924,acts 5:5,4,1.2251636359181223e-05
6928,psalm 37:24,4,1.2251636359181223e-05
21744,luke 9:45,4,1.2251636359181223e-05
15342,ruth 2:10,4,1.2251636359181223e-05
15316,job 14:7,4,1.2251636359181223e-05
15487,luke 13:6,4,1.2251636359181223e-05
15474,2 chronicles 15:1,4,1.2251636359181223e-05
15289,hebrews 10:16,4,1.2251636359181223e-05
15290,nahum 5:45,4,1.2251636359181223e-05
15522,john 21:5,4,1.2251636359181223e-05
15523,john 21:11,4,1.2251636359181223e-05
15280,judges 2:13,4,1.2251636359181223e-05
15281,genesis 38:7,4,1.2251636359181223e-05
15283,ruth 2:7,4,1.2251636359181223e-05
3816,isaiah 65:16,4,1.2251636359181223e-05
10219,matthew 12:7,4,1.2251636359181223e-05
10168,psalm 43:2,4,1.2251636359181223e-05
10174,psalm 98:6,4,1.2251636359181223e-05
10204,joshua 1:15,4,1.2251636359181223e-05
10206,hosea 12:10,4,1.2251636359181223e-05
10208,1 thessalonians 6:8,4,1.2251636359181223e-05
10217,psalm 69:10,4,1.2251636359181223e-05
18598,luke 9:56,4,1.2251636359181223e-05
10142,1 samuel 23:2,4,1.2251636359181223e-05
10131,leviticus 26:19,4,1.2251636359181223e-05
6693,job 4:17,4,1.2251636359181223e-05
6694,deuteronomy 18:9,4,1.2251636359181223e-05
6734,psalm 94:18,4,1.2251636359181223e-05
6736,zechariah 8:2,4,1.2251636359181223e-05
6740,revelation 19:21,4,1.2251636359181223e-05
6900,matthew 13:26,4,1.2251636359181223e-05
6906,isaiah 29:8,4,1.2251636359181223e-05
15587,luke 10:4,4,1.2251636359181223e-05
10229,psalm 146:8,4,1.2251636359181223e-05
10293,judges 14:8,4,1.2251636359181223e-05
10274,exodus 12:15,4,1.2251636359181223e-05
10275,leviticus 2:11,4,1.2251636359181223e-05
10279,job 6:6,4,1.2251636359181223e-05
15264,psalm 73:9,4,1.2251636359181223e-05
15267,psalm 73:13,4,1.2251636359181223e-05
15268,psalm 73:14,4,1.2251636359181223e-05
10327,proverbs 31:21,4,1.2251636359181223e-05
10150,mark 9:15,4,1.2251636359181223e-05
18625,acts 5:39,4,1.2251636359181223e-05
10070,psalm 71:19,4,1.2251636359181223e-05
10076,2 samuel 7:22,4,1.2251636359181223e-05
18486,jeremiah 6:13,4,1.2251636359181223e-05
10236,psalm 24:10,4,1.2251636359181223e-05
10239,ecclesiastes 5:12,4,1.2251636359181223e-05
15576,1 chronicles 22:5,4,1.2251636359181223e-05
15164,psalm 109:4,4,1.2251636359181223e-05
15626,luke 12:9,4,1.2251636359181223e-05
6668,2 chronicles 20:2,4,1.2251636359181223e-05
6674,psalm 116:13,4,1.2251636359181223e-05
7003,romans 9:30,4,1.2251636359181223e-05
15608,luke 22:25,4,1.2251636359181223e-05
10323,isaiah 40:17,4,1.2251636359181223e-05
12419,proverbs 17:5,4,1.2251636359181223e-05
17324,2 john 1:14,4,1.2251636359181223e-05
17266,acts 9:23,4,1.2251636359181223e-05
17268,judges 14:1,4,1.2251636359181223e-05
12345,2 samuel 6:1,4,1.2251636359181223e-05
17314,mark 4:33,4,1.2251636359181223e-05
12336,nahum 26:39,4,1.2251636359181223e-05
2170,psalm 62:7,4,1.2251636359181223e-05
8744,genesis 21:6,4,1.2251636359181223e-05
8694,zephaniah 5:24,4,1.2251636359181223e-05
8741,psalm 18:7,4,1.2251636359181223e-05
8742,psalm 68:8,4,1.2251636359181223e-05
19660,romans 2:19,4,1.2251636359181223e-05
8659,ezekiel 18:24,4,1.2251636359181223e-05
17273,1 kings 12:4,4,1.2251636359181223e-05
12418,luke 14:16,4,1.2251636359181223e-05
2271,1 kings 20:11,4,1.2251636359181223e-05
17389,jeremiah 11:11,4,1.2251636359181223e-05
17326,job 34:21,4,1.2251636359181223e-05
17329,luke 7:40,4,1.2251636359181223e-05
17330,luke 7:43,4,1.2251636359181223e-05
12176,daniel 1:12,4,1.2251636359181223e-05
12178,genesis 41:9,4,1.2251636359181223e-05
8743,hosea 2:4,4,1.2251636359181223e-05
2199,luke 9:16,4,1.2251636359181223e-05
12218,john 3:31,4,1.2251636359181223e-05
12256,nehemiah 8:7,4,1.2251636359181223e-05
12265,psalm 97:8,4,1.2251636359181223e-05
4929,isaiah 29:14,4,1.2251636359181223e-05
4932,psalm 95:4,4,1.2251636359181223e-05
8750,matthew 7:4,4,1.2251636359181223e-05
2265,nehemiah 4:20,4,1.2251636359181223e-05
12404,1 kings 18:28,4,1.2251636359181223e-05
12459,psalm 16:9,4,1.2251636359181223e-05
12462,jeremiah 1:1,4,1.2251636359181223e-05
12375,1 corinthians 15:18,4,1.2251636359181223e-05
12376,joshua 23:7,4,1.2251636359181223e-05
12434,haggai 2:4,4,1.2251636359181223e-05
8830,genesis 31:41,4,1.2251636359181223e-05
4920,ecclesiastes 10:7,4,1.2251636359181223e-05
12105,luke 8:26,4,1.2251636359181223e-05
5067,genesis 13:6,4,1.2251636359181223e-05
5073,ezekiel 1:3,4,1.2251636359181223e-05
5110,1 chronicles 7:14,4,1.2251636359181223e-05
5113,1 kings 21:29,4,1.2251636359181223e-05
8629,1 samuel 18:22,4,1.2251636359181223e-05
8687,job 34:19,4,1.2251636359181223e-05
12396,judges 4:4,4,1.2251636359181223e-05
12159,1 chronicles 21:30,4,1.2251636359181223e-05
12207,psalm 37:35,4,1.2251636359181223e-05
12210,psalm 105:18,4,1.2251636359181223e-05
12211,esther 4:2,4,1.2251636359181223e-05
12144,ezekiel 33:8,4,1.2251636359181223e-05
17363,ecclesiastes 3:10,4,1.2251636359181223e-05
12113,luke 22:52,4,1.2251636359181223e-05
17414,2 kings 5:12,4,1.2251636359181223e-05
2172,psalm 62:9,4,1.2251636359181223e-05
8870,1 samuel 30:4,4,1.2251636359181223e-05
19538,psalm 119:148,4,1.2251636359181223e-05
8861,2 samuel 13:39,4,1.2251636359181223e-05
8862,2 samuel 14:25,4,1.2251636359181223e-05
4960,isaiah 29:10,4,1.2251636359181223e-05
4962,psalm 69:22,4,1.2251636359181223e-05
12157,matthew 19:10,4,1.2251636359181223e-05
12480,2 kings 20:20,4,1.2251636359181223e-05
17244,acts 26:13,4,1.2251636359181223e-05
17245,luke 19:1,4,1.2251636359181223e-05
17232,daniel 4:16,4,1.2251636359181223e-05
17233,2 kings 5:27,4,1.2251636359181223e-05
12412,psalm 109:25,4,1.2251636359181223e-05
12415,psalm 38:11,4,1.2251636359181223e-05
5061,matthew 27:43,4,1.2251636359181223e-05
8682,proverbs 10:32,4,1.2251636359181223e-05
5165,deuteronomy 11:14,4,1.2251636359181223e-05
5171,luke 14:5,4,1.2251636359181223e-05
17201,isaiah 14:27,4,1.2251636359181223e-05
17251,1 kings 22:52,4,1.2251636359181223e-05
12452,psalm 119:23,4,1.2251636359181223e-05
17246,luke 5:30,4,1.2251636359181223e-05
12446,ephesians 3:4,4,1.2251636359181223e-05
12089,john 13:6,4,1.2251636359181223e-05
12050,genesis 30:1,4,1.2251636359181223e-05
12051,proverbs 16:22,4,1.2251636359181223e-05
17208,ezekiel 34:4,4,1.2251636359181223e-05
2088,luke 7:14,4,1.2251636359181223e-05
8667,luke 21:20,4,1.2251636359181223e-05
8678,amos 7:12,4,1.2251636359181223e-05
8681,2 samuel 6:14,4,1.2251636359181223e-05
8819,psalm 101:6,4,1.2251636359181223e-05
8829,proverbs 23:3,4,1.2251636359181223e-05
8808,numbers 4:20,4,1.2251636359181223e-05
8812,2 samuel 3:8,4,1.2251636359181223e-05
12160,job 7:14,4,1.2251636359181223e-05
17404,luke 4:30,4,1.2251636359181223e-05
17450,1 kings 15:34,4,1.2251636359181223e-05
12088,john 12:44,4,1.2251636359181223e-05
8616,mark 14:7,4,1.2251636359181223e-05
8549,jonah 1:10,4,1.2251636359181223e-05
12512,1 corinthians 1:16,4,1.2251636359181223e-05
12513,genesis 6:18,4,1.2251636359181223e-05
12516,nahum 8:26,4,1.2251636359181223e-05
2122,2 corinthians 13:13,4,1.2251636359181223e-05
2101,matthew 24:46,4,1.2251636359181223e-05
2055,mark 2:25,4,1.2251636359181223e-05
12557,numbers 22:18,4,1.2251636359181223e-05
12492,acts 17:7,4,1.2251636359181223e-05
12543,esther 3:6,4,1.2251636359181223e-05
12544,esther 5:14,4,1.2251636359181223e-05
12550,acts 4:25,4,1.2251636359181223e-05
12551,acts 4:26,4,1.2251636359181223e-05
8568,mark 15:27,4,1.2251636359181223e-05
8556,revelation 1:15,4,1.2251636359181223e-05
8848,nahum 14:14,4,1.2251636359181223e-05
8850,psalm 95:8,4,1.2251636359181223e-05
2309,1 corinthians 10:33,4,1.2251636359181223e-05
2315,matthew 21:38,4,1.2251636359181223e-05
2319,galatians 3:18,4,1.2251636359181223e-05
17434,1 chronicles 16:8,4,1.2251636359181223e-05
17455,1 kings 16:2,4,1.2251636359181223e-05
12074,genesis 19:37,4,1.2251636359181223e-05
4890,job 19:14,4,1.2251636359181223e-05
8931,1 peter 3:6,4,1.2251636359181223e-05
19513,deuteronomy 15:15,4,1.2251636359181223e-05
4867,deuteronomy 1:36,4,1.2251636359181223e-05
4875,isaiah 51:7,4,1.2251636359181223e-05
8857,2 samuel 13:38,4,1.2251636359181223e-05
8842,genesis 15:14,4,1.2251636359181223e-05
8845,genesis 42:22,4,1.2251636359181223e-05
8890,exodus 12:23,4,1.2251636359181223e-05
2337,psalm 147:10,4,1.2251636359181223e-05
12641,luke 3:30,4,1.2251636359181223e-05
12647,revelation 2:3,4,1.2251636359181223e-05
8597,1 corinthians 9:10,4,1.2251636359181223e-05
8572,2 corinthians 11:5,4,1.2251636359181223e-05
8511,revelation 2:24,4,1.2251636359181223e-05
5219,2 samuel 8:14,4,1.2251636359181223e-05
12506,proverbs 28:18,4,1.2251636359181223e-05
12009,luke 7:11,4,1.2251636359181223e-05
12064,psalm 139:5,4,1.2251636359181223e-05
12038,mark 11:8,4,1.2251636359181223e-05
4809,leviticus 23:16,4,1.2251636359181223e-05
4815,genesis 7:4,4,1.2251636359181223e-05
19475,acts 17:15,4,1.2251636359181223e-05
8883,exodus 24:4,4,1.2251636359181223e-05
17222,ecclesiastes 12:11,4,1.2251636359181223e-05
17166,luke 22:36,4,1.2251636359181223e-05
12532,psalm 6:6,4,1.2251636359181223e-05
12536,deuteronomy 18:11,4,1.2251636359181223e-05
12537,leviticus 19:17,4,1.2251636359181223e-05
12539,genesis 18:17,4,1.2251636359181223e-05
12520,luke 4:10,4,1.2251636359181223e-05
12525,acts 13:44,4,1.2251636359181223e-05
2062,psalm 102:13,4,1.2251636359181223e-05
2031,psalm 37:40,4,1.2251636359181223e-05
19734,deuteronomy 26:5,4,1.2251636359181223e-05
8543,ruth 1:2,4,1.2251636359181223e-05
5188,john 5:47,4,1.2251636359181223e-05
8529,exodus 18:20,4,1.2251636359181223e-05
17168,proverbs 21:19,4,1.2251636359181223e-05
17169,zechariah 1:1,4,1.2251636359181223e-05
1943,2 john 17:17,4,1.2251636359181223e-05
12709,acts 2:7,4,1.2251636359181223e-05
19757,1 corinthians 11:22,4,1.2251636359181223e-05
19763,2 john 1:11,4,1.2251636359181223e-05
5195,galatians 1:11,4,1.2251636359181223e-05
5256,romans 14:18,4,1.2251636359181223e-05
17139,acts 15:7,4,1.2251636359181223e-05
1989,mark 10:39,4,1.2251636359181223e-05
19419,numbers 11:34,4,1.2251636359181223e-05
4781,ezra 8:1,4,1.2251636359181223e-05
19493,revelation 17:6,4,1.2251636359181223e-05
2409,jeremiah 3:17,4,1.2251636359181223e-05
2425,deuteronomy 12:5,4,1.2251636359181223e-05
12002,deuteronomy 3:22,4,1.2251636359181223e-05
2455,jonah 3:3,4,1.2251636359181223e-05
12651,2 chronicles 23:3,4,1.2251636359181223e-05
2354,psalm 25:11,4,1.2251636359181223e-05
17488,john 7:23,4,1.2251636359181223e-05
17540,psalm 48:10,4,1.2251636359181223e-05
17544,mark 3:33,4,1.2251636359181223e-05
17546,mark 6:47,4,1.2251636359181223e-05
11960,1 samuel 15:1,4,1.2251636359181223e-05
4790,jude 1:5,4,1.2251636359181223e-05
8995,revelation 18:1,4,1.2251636359181223e-05
8544,psalm 126:4,4,1.2251636359181223e-05
12574,malachi 3:14,4,1.2251636359181223e-05
12562,numbers 9:12,4,1.2251636359181223e-05
12614,colossians 1:8,4,1.2251636359181223e-05
12615,ezekiel 16:14,4,1.2251636359181223e-05
12616,genesis 19:13,4,1.2251636359181223e-05
12617,genesis 19:28,4,1.2251636359181223e-05
12618,judges 2:3,4,1.2251636359181223e-05
5226,jeremiah 36:23,4,1.2251636359181223e-05
5237,2 corinthians 6:6,4,1.2251636359181223e-05
5240,2 corinthians 11:28,4,1.2251636359181223e-05
1919,mark 4:25,4,1.2251636359181223e-05
17109,matthew 21:30,4,1.2251636359181223e-05
1930,1 kings 10:1,4,1.2251636359181223e-05
12692,ecclesiastes 9:4,4,1.2251636359181223e-05
12694,revelation 9:15,4,1.2251636359181223e-05
11898,daniel 2:19,4,1.2251636359181223e-05
11952,genesis 49:9,4,1.2251636359181223e-05
11894,romans 13:3,4,1.2251636359181223e-05
11895,exodus 26:33,4,1.2251636359181223e-05
11944,1 timothy 5:24,4,1.2251636359181223e-05
12712,2 kings 4:1,4,1.2251636359181223e-05
12713,2 kings 4:8,4,1.2251636359181223e-05
12715,nahum 6:6,4,1.2251636359181223e-05
4756,proverbs 11:5,4,1.2251636359181223e-05
9028,mark 6:33,4,1.2251636359181223e-05
9029,john 12:20,4,1.2251636359181223e-05
9023,2 peter 1:7,4,1.2251636359181223e-05
17583,isaiah 42:5,4,1.2251636359181223e-05
17520,1 samuel 17:24,4,1.2251636359181223e-05
17521,1 samuel 17:25,4,1.2251636359181223e-05
11897,daniel 7:16,4,1.2251636359181223e-05
12629,matthew 26:32,4,1.2251636359181223e-05
12676,jeremiah 31:35,4,1.2251636359181223e-05
2019,acts 11:1,4,1.2251636359181223e-05
12603,genesis 25:11,4,1.2251636359181223e-05
1952,zephaniah 5:30,4,1.2251636359181223e-05
11979,daniel 8:12,4,1.2251636359181223e-05
4747,genesis 18:15,4,1.2251636359181223e-05
4754,proverbs 3:31,4,1.2251636359181223e-05
11821,matthew 5:47,4,1.2251636359181223e-05
2589,deuteronomy 11:1,4,1.2251636359181223e-05
12810,psalm 25:20,4,1.2251636359181223e-05
12814,proverbs 5:11,4,1.2251636359181223e-05
8448,1 corinthians 11:9,4,1.2251636359181223e-05
5303,1 thessalonians 4:20,4,1.2251636359181223e-05
19887,psalm 69:8,4,1.2251636359181223e-05
8373,ezra 1:5,4,1.2251636359181223e-05
4732,2 corinthians 2:4,4,1.2251636359181223e-05
9060,daniel 1:3,4,1.2251636359181223e-05
9062,acts 16:13,4,1.2251636359181223e-05
4778,haggai 2:19,4,1.2251636359181223e-05
8971,mark 6:36,4,1.2251636359181223e-05
8985,isaiah 45:2,4,1.2251636359181223e-05
11903,daniel 10:2,4,1.2251636359181223e-05
17590,psalm 3:8,4,1.2251636359181223e-05
12757,2 chronicles 24:20,4,1.2251636359181223e-05
12758,matthew 23:34,4,1.2251636359181223e-05
12733,john 4:5,4,1.2251636359181223e-05
12775,jeremiah 5:1,4,1.2251636359181223e-05
12779,genesis 32:25,4,1.2251636359181223e-05
2568,nehemiah 8:12,4,1.2251636359181223e-05
2570,nehemiah 9:38,4,1.2251636359181223e-05
11858,job 23:3,4,1.2251636359181223e-05
12664,luke 7:18,4,1.2251636359181223e-05
8488,leviticus 20:6,4,1.2251636359181223e-05
17074,matthew 13:12,4,1.2251636359181223e-05
17120,luke 6:42,4,1.2251636359181223e-05
17126,job 18:4,4,1.2251636359181223e-05
17128,mark 5:31,4,1.2251636359181223e-05
12767,acts 24:26,4,1.2251636359181223e-05
12807,matthew 20:23,4,1.2251636359181223e-05
8426,isaiah 1:3,4,1.2251636359181223e-05
8428,ephesians 3:11,4,1.2251636359181223e-05
5372,isaiah 45:21,4,1.2251636359181223e-05
5375,luke 19:45,4,1.2251636359181223e-05
8343,2 timothy 2:20,4,1.2251636359181223e-05
12899,luke 24:53,4,1.2251636359181223e-05
12903,malachi 2:13,4,1.2251636359181223e-05
12847,acts 5:2,4,1.2251636359181223e-05
11843,judges 6:8,4,1.2251636359181223e-05
11846,2 john 14:26,4,1.2251636359181223e-05
4701,luke 6:49,4,1.2251636359181223e-05
19320,romans 4:15,4,1.2251636359181223e-05
9016,2 chronicles 7:3,4,1.2251636359181223e-05
17095,proverbs 1:4,4,1.2251636359181223e-05
12859,psalm 102:26,4,1.2251636359181223e-05
17090,psalm 40:4,4,1.2251636359181223e-05
12786,2 kings 5:3,4,1.2251636359181223e-05
12787,matthew 22:12,4,1.2251636359181223e-05
12788,daniel 4:36,4,1.2251636359181223e-05
11881,isaiah 28:7,4,1.2251636359181223e-05
11853,1 corinthians 7:32,4,1.2251636359181223e-05
11802,deuteronomy 32:39,4,1.2251636359181223e-05
11834,isaiah 65:18,4,1.2251636359181223e-05
11842,judges 6:6,4,1.2251636359181223e-05
8375,genesis 19:15,4,1.2251636359181223e-05
12863,proverbs 12:20,4,1.2251636359181223e-05
12869,psalm 67:2,4,1.2251636359181223e-05
12871,hebrews 12:26,4,1.2251636359181223e-05
12875,ruth 4:13,4,1.2251636359181223e-05
12791,daniel 6:17,4,1.2251636359181223e-05
12794,genesis 50:24,4,1.2251636359181223e-05
12798,ezekiel 29:3,4,1.2251636359181223e-05
2647,2 kings 13:23,4,1.2251636359181223e-05
2592,psalm 92:13,4,1.2251636359181223e-05
2598,luke 13:10,4,1.2251636359181223e-05
11731,luke 6:5,4,1.2251636359181223e-05
11735,mark 14:30,4,1.2251636359181223e-05
11737,mark 10:49,4,1.2251636359181223e-05
11793,mark 1:37,4,1.2251636359181223e-05
11794,psalm 138:1,4,1.2251636359181223e-05
12883,psalm 78:49,4,1.2251636359181223e-05
12940,1 samuel 2:24,4,1.2251636359181223e-05
4652,leviticus 23:5,4,1.2251636359181223e-05
9040,revelation 6:15,4,1.2251636359181223e-05
9042,mark 14:13,4,1.2251636359181223e-05
11760,genesis 26:29,4,1.2251636359181223e-05
11763,matthew 14:36,4,1.2251636359181223e-05
2645,revelation 17:18,4,1.2251636359181223e-05
8309,nahum 5:11,4,1.2251636359181223e-05
8313,exodus 31:15,4,1.2251636359181223e-05
8314,deuteronomy 1:21,4,1.2251636359181223e-05
1702,1 corinthians 6:7,4,1.2251636359181223e-05
17066,genesis 45:28,4,1.2251636359181223e-05
17009,john 11:9,4,1.2251636359181223e-05
12890,psalm 18:17,4,1.2251636359181223e-05
12895,isaiah 4:6,4,1.2251636359181223e-05
1786,2 samuel 7:5,4,1.2251636359181223e-05
1758,john 7:18,4,1.2251636359181223e-05
12819,isaiah 10:1,4,1.2251636359181223e-05
1772,psalm 40:6,4,1.2251636359181223e-05
12879,2 thessalonians 3:8,4,1.2251636359181223e-05
8388,acts 13:12,4,1.2251636359181223e-05
19957,jude 1:8,4,1.2251636359181223e-05
8308,acts 16:29,4,1.2251636359181223e-05
8270,john 16:30,4,1.2251636359181223e-05
8280,zechariah 6:13,4,1.2251636359181223e-05
12999,psalm 70:5,4,1.2251636359181223e-05
12908,job 8:4,4,1.2251636359181223e-05
12911,matthew 27:52,4,1.2251636359181223e-05
5337,exodus 13:19,4,1.2251636359181223e-05
16939,2 chronicles 20:22,4,1.2251636359181223e-05
12985,genesis 27:36,4,1.2251636359181223e-05
11709,exodus 22:28,4,1.2251636359181223e-05
17027,psalm 44:22,4,1.2251636359181223e-05
17028,exodus 15:18,4,1.2251636359181223e-05
8302,matthew 16:20,4,1.2251636359181223e-05
5387,2 corinthians 7:6,4,1.2251636359181223e-05
8283,1 samuel 3:4,4,1.2251636359181223e-05
8284,acts 26:1,4,1.2251636359181223e-05
8266,john 13:26,4,1.2251636359181223e-05
9071,matthew 8:7,4,1.2251636359181223e-05
9074,1 peter 2:14,4,1.2251636359181223e-05
4658,matthew 27:15,4,1.2251636359181223e-05
4664,leviticus 23:17,4,1.2251636359181223e-05
11788,jonah 4:4,4,1.2251636359181223e-05
17656,proverbs 14:20,4,1.2251636359181223e-05
11778,nahum 8:3,4,1.2251636359181223e-05
17650,matthew 21:37,4,1.2251636359181223e-05
9150,daniel 2:38,4,1.2251636359181223e-05
9153,mark 14:4,4,1.2251636359181223e-05
9156,jonah 4:8,4,1.2251636359181223e-05
9157,jonah 1:8,4,1.2251636359181223e-05
9158,jonah 2:3,4,1.2251636359181223e-05
9077,job 10:9,4,1.2251636359181223e-05
9078,ruth 4:4,4,1.2251636359181223e-05
9084,exodus 32:4,4,1.2251636359181223e-05
13012,jeremiah 20:12,4,1.2251636359181223e-05
13013,psalm 139:24,4,1.2251636359181223e-05
13014,luke 13:2,4,1.2251636359181223e-05
13074,acts 17:5,4,1.2251636359181223e-05
8288,genesis 5:27,4,1.2251636359181223e-05
8237,2 corinthians 6:12,4,1.2251636359181223e-05
5459,genesis 27:46,4,1.2251636359181223e-05
5539,1 thessalonians 3:22,4,1.2251636359181223e-05
9188,hosea 2:20,4,1.2251636359181223e-05
9189,psalm 130:1,4,1.2251636359181223e-05
4628,ruth 2:2,4,1.2251636359181223e-05
9164,psalm 89:2,4,1.2251636359181223e-05
11707,1 kings 17:14,4,1.2251636359181223e-05
11677,acts 21:4,4,1.2251636359181223e-05
11665,psalm 135:4,4,1.2251636359181223e-05
11666,matthew 10:5,4,1.2251636359181223e-05
20073,luke 14:19,4,1.2251636359181223e-05
13036,proverbs 18:6,4,1.2251636359181223e-05
13038,proverbs 16:12,4,1.2251636359181223e-05
17031,psalm 14:7,4,1.2251636359181223e-05
16974,revelation 11:2,4,1.2251636359181223e-05
16980,deuteronomy 8:8,4,1.2251636359181223e-05
17023,philippians 1:26,4,1.2251636359181223e-05
4639,acts 3:5,4,1.2251636359181223e-05
12986,genesis 27:38,4,1.2251636359181223e-05
12972,matthew 10:23,4,1.2251636359181223e-05
12974,revelation 4:30,4,1.2251636359181223e-05
8320,acts 26:25,4,1.2251636359181223e-05
8325,matthew 22:10,4,1.2251636359181223e-05
20027,isaiah 37:36,4,1.2251636359181223e-05
5421,ecclesiastes 7:6,4,1.2251636359181223e-05
5436,1 thessalonians 19:4,4,1.2251636359181223e-05
17738,ephesians 2:11,4,1.2251636359181223e-05
16880,exodus 17:4,4,1.2251636359181223e-05
16883,psalm 92:5,4,1.2251636359181223e-05
13135,proverbs 10:6,4,1.2251636359181223e-05
233,ecclesiastes 8:3,4,1.2251636359181223e-05
1671,genesis 49:15,4,1.2251636359181223e-05
13125,esther 6:6,4,1.2251636359181223e-05
13126,esther 7:5,4,1.2251636359181223e-05
13015,ezra 5:1,4,1.2251636359181223e-05
4591,1 thessalonians 2:22,4,1.2251636359181223e-05
19252,daniel 9:9,4,1.2251636359181223e-05
19255,luke 1:54,4,1.2251636359181223e-05
4582,daniel 4:33,4,1.2251636359181223e-05
9136,romans 7:11,4,1.2251636359181223e-05
2669,isaiah 5:22,4,1.2251636359181223e-05
117,luke 20:43,4,1.2251636359181223e-05
5524,romans 9:8,4,1.2251636359181223e-05
13137,acts 16:4,4,1.2251636359181223e-05
16968,luke 1:71,4,1.2251636359181223e-05
16969,luke 1:72,4,1.2251636359181223e-05
16920,leviticus 1:9,4,1.2251636359181223e-05
16963,1 timothy 2:7,4,1.2251636359181223e-05
13103,proverbs 4:25,4,1.2251636359181223e-05
13111,psalm 15:1,4,1.2251636359181223e-05
5550,daniel 3:6,4,1.2251636359181223e-05
16994,1 timothy 3:10,4,1.2251636359181223e-05
5482,psalm 7:10,4,1.2251636359181223e-05
5484,esther 4:13,4,1.2251636359181223e-05
8187,numbers 7:9,4,1.2251636359181223e-05
8161,deuteronomy 4:10,4,1.2251636359181223e-05
5506,genesis 55:6,4,1.2251636359181223e-05
5515,1 kings 22:19,4,1.2251636359181223e-05
11612,revelation 6:8,4,1.2251636359181223e-05
8200,proverbs 12:27,4,1.2251636359181223e-05
5643,2 kings 8:18,4,1.2251636359181223e-05
5644,jeremiah 51:44,4,1.2251636359181223e-05
5638,psalm 73:19,4,1.2251636359181223e-05
5639,1 samuel 22:22,4,1.2251636359181223e-05
5641,psalm 49:6,4,1.2251636359181223e-05
1570,psalm 119:63,4,1.2251636359181223e-05
9171,psalm 73:15,4,1.2251636359181223e-05
9173,genesis 35:18,4,1.2251636359181223e-05
9176,revelation 12:00,4,1.2251636359181223e-05
9180,hosea 1:4,4,1.2251636359181223e-05
11628,isaiah 27:9,4,1.2251636359181223e-05
11679,proverbs 1:28,4,1.2251636359181223e-05
11680,proverbs 1:31,4,1.2251636359181223e-05
11607,psalm 119:8,4,1.2251636359181223e-05
1665,1 kings 10:22,4,1.2251636359181223e-05
1667,1 kings 10:24,4,1.2251636359181223e-05
13081,luke 5:25,4,1.2251636359181223e-05
13149,acts 5:37,4,1.2251636359181223e-05
13150,hebrews 5:6,4,1.2251636359181223e-05
9260,hosea 8:1,4,1.2251636359181223e-05
4574,isaiah 52:15,4,1.2251636359181223e-05
4617,psalm 117:2,4,1.2251636359181223e-05
5555,1 kings 12:28,4,1.2251636359181223e-05
5609,1 corinthians 14:16,4,1.2251636359181223e-05
20092,psalm 31:10,4,1.2251636359181223e-05
